Id,ListImpressions,DetailsViews,Conversions,ClickRate7Days,ConversionRate7Days,ConversionRate14Days
41589,56,64,85,100,100,100
41590,75,70,77,93.33,100,100
41591,60,55,85,91.67,100,100
41592,52,63,73,100,100,100
41593,66,65,66,98.48,100,100
41594,69,72,62,100,86.11,86.11
41595,65,68,80,100,100,100
41596,76,71,65,93.42,91.55,91.55
41597,56,69,71,100,100,100
41598,79,67,65,84.81,97.01,97.01
41599,67,72,74,100,100,100
41600,76,68,60,89.47,88.24,88.24
41601,79,77,63,97.47,81.82,81.82
41602,70,80,70,100,87.5,87.5
41603,72,78,71,100,91.03,91.03
41604,80,66,55,82.5,83.33,83.33
41605,83,66,75,79.52,100,100
41606,80,79,72,98.75,91.14,91.14
41607,69,75,67,100,89.33,89.33
41608,56,62,64,100,100,100
41609,73,82,73,100,89.02,89.02
41610,64,83,62,100,74.7,74.7
41611,65,57,83,87.69,100,100
41612,69,64,64,92.75,100,100
41613,64,71,67,100,94.37,94.37
41614,64,64,69,100,100,100
41615,71,82,84,100,100,100
41616,88,73,86,82.95,100,100
41617,56,64,71,100,100,100
41618,68,68,56,100,82.35,82.35
41619,52,76,65,100,85.53,85.53
41620,67,83,68,100,81.93,81.93
41621,76,66,67,86.84,100,100
41622,84,73,63,86.9,86.3,86.3
41623,85,76,72,89.41,94.74,94.74
41624,52,57,74,100,100,100
41625,68,70,63,100,90,90
41626,59,63,74,100,100,100
41627,77,70,58,90.91,82.86,82.86
41628,79,71,60,89.87,84.51,84.51
41629,66,66,90,100,100,100
41630,79,71,69,89.87,97.18,97.18
41631,64,57,60,89.06,100,100
41632,67,87,67,100,77.01,77.01
41633,65,71,68,100,95.77,95.77
41634,78,73,75,93.59,100,100
41635,75,69,80,92,100,100
41636,63,76,60,100,78.95,78.95
41637,65,75,72,100,96,96
41638,80,67,65,83.75,97.01,97.01
41639,84,69,87,82.14,100,100
41640,67,64,76,95.52,100,100
41641,68,81,82,100,100,100
41642,64,72,79,100,100,100
41643,80,65,58,81.25,89.23,89.23
41644,75,65,59,86.67,90.77,90.77
41645,71,71,57,100,80.28,80.28
41646,80,80,67,100,83.75,83.75
41647,62,63,81,100,100,100
41648,78,59,69,75.64,100,100
41649,69,75,89,100,100,100
41650,67,88,66,100,75,75
41651,85,84,80,98.82,95.24,95.24
41652,65,71,70,100,98.59,98.59
41653,68,79,86,100,100,100
41654,76,77,70,100,90.91,90.91
41655,71,63,61,88.73,96.83,96.83
41656,70,71,83,100,100,100
41657,78,64,66,82.05,100,100
41658,69,67,81,97.1,100,100
41659,72,75,65,100,86.67,86.67
41660,56,63,76,100,100,100
41661,64,67,84,100,100,100
41662,66,65,58,98.48,89.23,89.23
41663,74,78,92,100,100,100
41664,70,60,60,85.71,100,100
41665,65,70,75,100,100,100
41666,75,58,69,77.33,100,100
41667,53,71,60,100,84.51,84.51
41668,81,59,64,72.84,100,100
41669,81,81,65,100,80.25,80.25
41670,71,68,64,95.77,94.12,94.12
41671,68,76,84,100,100,100
41672,75,81,72,100,88.89,88.89
41673,68,72,62,100,86.11,86.11
41674,69,60,68,86.96,100,100
41675,74,82,68,100,82.93,82.93
41676,84,89,68,100,76.4,76.4
41677,61,66,56,100,84.85,84.85
41678,81,72,63,88.89,87.5,87.5
41679,64,70,61,100,87.14,87.14
41680,80,76,56,95,73.68,73.68
41681,73,62,57,84.93,91.94,91.94
41682,84,65,65,77.38,100,100
41683,59,55,71,93.22,100,100
41684,67,70,71,100,100,100
41685,66,78,67,100,85.9,85.9
41686,84,83,58,98.81,69.88,69.88
41687,75,76,74,100,97.37,97.37
41688,59,77,72,100,93.51,93.51
41689,58,74,68,100,91.89,91.89
41690,92,76,84,82.61,100,100
41691,72,74,82,100,100,100
41692,76,57,68,75,100,100
41693,62,89,78,100,87.64,87.64
41694,58,77,80,100,100,100
41695,68,76,60,100,78.95,78.95
41696,83,74,76,89.16,100,100
41697,67,73,71,100,97.26,97.26
41698,62,64,58,100,90.62,90.62
41699,75,88,79,100,89.77,89.77
41700,58,84,78,100,92.86,92.86
41701,72,71,77,98.61,100,100
41702,86,65,54,75.58,83.08,83.08
41703,66,88,72,100,81.82,81.82
41704,76,65,91,85.53,100,100
41705,72,73,64,100,87.67,87.67
41706,81,75,82,92.59,100,100
41707,72,73,62,100,84.93,84.93
41708,68,64,65,94.12,100,100
41709,77,75,82,97.4,100,100
41710,63,73,57,100,78.08,78.08
41711,80,77,67,96.25,87.01,87.01
41712,66,84,63,100,75,75
41713,69,73,74,100,100,100
41714,82,70,63,85.37,90,90
41715,71,80,85,100,100,100
41716,60,76,80,100,100,100
41717,67,67,68,100,100,100
41718,56,81,70,100,86.42,86.42
41719,68,76,76,100,100,100
41720,72,76,69,100,90.79,90.79
41721,74,66,68,89.19,100,100
41722,68,68,57,100,83.82,83.82
41723,69,70,78,100,100,100
41724,58,79,86,100,100,100
41725,66,62,57,93.94,91.94,91.94
41726,76,74,75,97.37,100,100
41727,67,76,59,100,77.63,77.63
41728,70,59,81,84.29,100,100
41729,91,51,94,56.04,100,100
41730,72,54,81,75,100,100
41731,60,63,63,100,100,100
41732,72,83,69,100,83.13,83.13
41733,72,62,73,86.11,100,100
41734,67,50,63,74.63,100,100
41735,58,73,70,100,95.89,95.89
41736,74,73,84,98.65,100,100
41737,73,78,66,100,84.62,84.62
41738,71,89,64,100,71.91,71.91
41739,69,74,63,100,85.14,85.14
41740,67,68,61,100,89.71,89.71
41741,80,79,61,98.75,77.22,77.22
41742,93,71,66,76.34,92.96,92.96
41743,63,64,74,100,100,100
41744,56,66,76,100,100,100
41745,67,55,83,82.09,100,100
41746,57,74,84,100,100,100
41747,77,72,88,93.51,100,100
41748,79,69,65,87.34,94.2,94.2
41749,72,65,79,90.28,100,100
41750,80,63,66,78.75,100,100
41751,76,76,49,100,64.47,64.47
41752,68,63,73,92.65,100,100
41753,74,77,91,100,100,100
41754,63,71,76,100,100,100
41755,71,63,74,88.73,100,100
41756,70,62,96,88.57,100,100
41757,63,70,72,100,100,100
41758,78,62,60,79.49,96.77,96.77
41759,77,69,84,89.61,100,100
41760,76,90,74,100,82.22,82.22
41761,72,74,85,100,100,100
41762,68,78,82,100,100,100
41763,64,65,81,100,100,100
41764,95,78,70,82.11,89.74,89.74
41765,64,69,69,100,100,100
41766,66,50,81,75.76,100,100
41767,71,72,65,100,90.28,90.28
41768,70,65,72,92.86,100,100
41769,63,66,65,100,98.48,98.48
41770,72,70,61,97.22,87.14,87.14
41771,64,73,69,100,94.52,94.52
41772,72,69,65,95.83,94.2,94.2
41773,66,76,70,100,92.11,92.11
41774,72,85,67,100,78.82,78.82
41775,78,77,77,98.72,100,100
41776,76,74,72,97.37,97.3,97.3
41777,67,57,72,85.07,100,100
41778,57,68,62,100,91.18,91.18
41779,64,72,72,100,100,100
41780,64,74,77,100,100,100
41781,71,74,78,100,100,100
41782,66,75,70,100,93.33,93.33
41783,81,61,77,75.31,100,100
41784,68,86,94,100,100,100
41785,55,71,59,100,83.1,83.1
41786,71,80,60,100,75,75
41787,67,78,68,100,87.18,87.18
41788,89,73,52,82.02,71.23,71.23
41789,64,69,80,100,100,100
41790,64,79,65,100,82.28,82.28
41791,68,64,76,94.12,100,100
41792,54,68,80,100,100,100
41793,60,73,77,100,100,100
41794,57,69,75,100,100,100
41795,68,83,60,100,72.29,72.29
41796,91,73,71,80.22,97.26,97.26
41797,70,79,70,100,88.61,88.61
41798,76,74,66,97.37,89.19,89.19
41799,59,62,65,100,100,100
41800,71,72,72,100,100,100
41801,81,66,70,81.48,100,100
41802,62,80,69,100,86.25,86.25
41803,61,65,73,100,100,100
41804,77,72,68,93.51,94.44,94.44
41805,71,63,55,88.73,87.3,87.3
41806,75,58,64,77.33,100,100
41807,72,63,67,87.5,100,100
41808,76,62,55,81.58,88.71,88.71
41809,73,70,78,95.89,100,100
41810,81,93,78,100,83.87,83.87
41811,65,74,89,100,100,100
41812,80,70,76,87.5,100,100
41813,65,62,59,95.38,95.16,95.16
41814,64,75,64,100,85.33,85.33
41815,51,83,57,100,68.67,68.67
41816,73,68,57,93.15,83.82,83.82
41817,55,73,66,100,90.41,90.41
41818,82,67,85,81.71,100,100
41819,76,73,67,96.05,91.78,91.78
41820,62,64,68,100,100,100
41821,87,79,79,90.8,100,100
41822,66,78,71,100,91.03,91.03
41823,73,65,76,89.04,100,100
41824,69,77,71,100,92.21,92.21
41825,74,78,70,100,89.74,89.74
41826,77,88,77,100,87.5,87.5
41827,54,59,74,100,100,100
41828,76,66,56,86.84,84.85,84.85
41829,56,88,64,100,72.73,72.73
41830,72,71,83,98.61,100,100
41831,66,53,76,80.3,100,100
41832,53,58,73,100,100,100
41833,61,83,68,100,81.93,81.93
41834,83,72,79,86.75,100,100
41835,72,66,65,91.67,98.48,98.48
41836,77,87,70,100,80.46,80.46
41837,83,73,55,87.95,75.34,75.34
41838,59,76,62,100,81.58,81.58
41839,70,67,52,95.71,77.61,77.61
41840,66,81,65,100,80.25,80.25
41841,77,72,81,93.51,100,100
41842,63,61,73,96.83,100,100
41843,72,57,61,79.17,100,100
41844,78,66,68,84.62,100,100
41845,72,60,67,83.33,100,100
41846,78,64,76,82.05,100,100
41847,66,77,73,100,94.81,94.81
41848,71,75,81,100,100,100
41849,63,61,88,96.83,100,100
41850,82,76,60,92.68,78.95,78.95
41851,98,65,86,66.33,100,100
41852,56,78,89,100,100,100
41853,60,72,81,100,100,100
41854,63,67,70,100,100,100
41855,78,77,68,98.72,88.31,88.31
41856,84,66,67,78.57,100,100
41857,71,76,59,100,77.63,77.63
41858,64,63,74,98.44,100,100
41859,76,71,75,93.42,100,100
41860,69,89,51,100,57.3,57.3
41861,68,80,55,100,68.75,68.75
41862,61,61,75,100,100,100
41863,65,73,78,100,100,100
41864,74,62,52,83.78,83.87,83.87
41865,71,58,68,81.69,100,100
41866,63,73,70,100,95.89,95.89
41867,82,65,63,79.27,96.92,96.92
41868,67,52,72,77.61,100,100
41869,73,69,72,94.52,100,100
41870,62,68,78,100,100,100
41871,77,85,71,100,83.53,83.53
41872,63,70,76,100,100,100
41873,76,68,73,89.47,100,100
41874,69,65,68,94.2,100,100
41875,66,91,74,100,81.32,81.32
41876,69,78,90,100,100,100
41877,70,65,64,92.86,98.46,98.46
41878,74,72,79,97.3,100,100
41879,75,66,84,88,100,100
41880,84,68,77,80.95,100,100
41881,62,72,55,100,76.39,76.39
41882,67,76,75,100,98.68,98.68
41883,73,73,61,100,83.56,83.56
41884,63,59,76,93.65,100,100
41885,69,83,67,100,80.72,80.72
41886,79,60,65,75.95,100,100
41887,75,73,76,97.33,100,100
41888,57,62,72,100,100,100
41889,69,82,74,100,90.24,90.24
41890,93,61,77,65.59,100,100
41891,71,70,68,98.59,97.14,97.14
41892,58,82,51,100,62.2,62.2
41893,80,60,61,75,100,100
41894,59,73,69,100,94.52,94.52
41895,65,76,66,100,86.84,86.84
41896,75,69,71,92,100,100
41897,73,69,71,94.52,100,100
41898,73,62,63,84.93,100,100
41899,63,72,75,100,100,100
41900,74,70,70,94.59,100,100
41901,72,72,77,100,100,100
41902,65,72,80,100,100,100
41903,87,82,89,94.25,100,100
41904,71,62,70,87.32,100,100
41905,77,76,68,98.7,89.47,89.47
41906,68,74,72,100,97.3,97.3
41907,61,71,78,100,100,100
41908,65,64,74,98.46,100,100
41909,65,69,71,100,100,100
41910,68,79,68,100,86.08,86.08
41911,60,63,66,100,100,100
41912,58,80,69,100,86.25,86.25
41913,67,66,74,98.51,100,100
41914,71,98,82,100,83.67,83.67
41915,72,73,56,100,76.71,76.71
41916,69,65,69,94.2,100,100
41917,68,62,70,91.18,100,100
41918,59,85,76,100,89.41,89.41
41919,80,53,55,66.25,100,100
41920,65,67,75,100,100,100
41921,72,69,68,95.83,98.55,98.55
41922,62,60,69,96.77,100,100
41923,77,85,71,100,83.53,83.53
41924,81,62,63,76.54,100,100
41925,69,80,79,100,98.75,98.75
41926,78,73,85,93.59,100,100
41927,59,67,72,100,100,100
41928,82,62,90,75.61,100,100
41929,65,88,76,100,86.36,86.36
41930,69,75,84,100,100,100
41931,82,87,81,100,93.1,93.1
41932,77,61,70,79.22,100,100
41933,79,81,72,100,88.89,88.89
41934,68,68,82,100,100,100
41935,61,66,64,100,96.97,96.97
41936,71,55,64,77.46,100,100
41937,84,73,59,86.9,80.82,80.82
41938,63,77,64,100,83.12,83.12
41939,78,75,74,96.15,98.67,98.67
41940,61,74,88,100,100,100
41941,73,69,66,94.52,95.65,95.65
41942,70,83,65,100,78.31,78.31
41943,83,76,84,91.57,100,100
41944,94,69,65,73.4,94.2,94.2
41945,74,49,65,66.22,100,100
41946,87,63,70,72.41,100,100
41947,54,82,63,100,76.83,76.83
41948,55,60,70,100,100,100
41949,69,75,58,100,77.33,77.33
41950,84,67,72,79.76,100,100
41951,74,72,81,97.3,100,100
41952,77,83,85,100,100,100
41953,72,72,63,100,87.5,87.5
41954,59,81,101,100,100,100
41955,64,73,70,100,95.89,95.89
41956,79,65,58,82.28,89.23,89.23
41957,68,86,77,100,89.53,89.53
41958,61,63,70,100,100,100
41959,75,66,78,88,100,100
41960,79,73,62,92.41,84.93,84.93
41961,68,71,79,100,100,100
41962,72,68,75,94.44,100,100
41963,61,66,80,100,100,100
41964,59,72,48,100,66.67,66.67
41965,69,75,75,100,100,100
41966,65,69,73,100,100,100
41967,65,56,75,86.15,100,100
41968,84,69,76,82.14,100,100
41969,72,70,59,97.22,84.29,84.29
41970,70,70,69,100,98.57,98.57
41971,67,66,60,98.51,90.91,90.91
41972,78,51,60,65.38,100,100
41973,63,78,78,100,100,100
41974,57,76,83,100,100,100
41975,62,67,81,100,100,100
41976,79,82,72,100,87.8,87.8
41977,62,67,93,100,100,100
41978,57,67,89,100,100,100
41979,79,58,78,73.42,100,100
41980,90,86,75,95.56,87.21,87.21
41981,69,81,68,100,83.95,83.95
41982,76,66,73,86.84,100,100
41983,84,77,71,91.67,92.21,92.21
41984,70,65,69,92.86,100,100
41985,84,73,73,86.9,100,100
41986,73,81,65,100,80.25,80.25
41987,67,64,56,95.52,87.5,87.5
41988,79,69,81,87.34,100,100
41989,70,86,71,100,82.56,82.56
41990,68,61,61,89.71,100,100
41991,68,71,58,100,81.69,81.69
41992,59,66,74,100,100,100
41993,83,56,82,67.47,100,100
41994,64,72,68,100,94.44,94.44
41995,75,64,74,85.33,100,100
41996,79,63,62,79.75,98.41,98.41
41997,74,73,64,98.65,87.67,87.67
41998,76,53,79,69.74,100,100
41999,68,67,93,98.53,100,100
42000,79,75,71,94.94,94.67,94.67
42001,66,70,72,100,100,100
42002,69,71,64,100,90.14,90.14
42003,65,81,77,100,95.06,95.06
42004,67,90,82,100,91.11,91.11
42005,67,57,61,85.07,100,100
42006,65,75,74,100,98.67,98.67
42007,67,56,65,83.58,100,100
42008,58,74,72,100,97.3,97.3
42009,85,66,67,77.65,100,100
42010,78,72,58,92.31,80.56,80.56
42011,81,62,68,76.54,100,100
42012,87,62,86,71.26,100,100
42013,74,89,64,100,71.91,71.91
42014,57,64,70,100,100,100
42015,77,63,81,81.82,100,100
42016,69,75,88,100,100,100
42017,61,55,67,90.16,100,100
42018,69,60,64,86.96,100,100
42019,80,70,61,87.5,87.14,87.14
42020,73,74,57,100,77.03,77.03
42021,55,70,59,100,84.29,84.29
42022,77,61,69,79.22,100,100
42023,74,81,69,100,85.19,85.19
42024,84,80,71,95.24,88.75,88.75
42025,84,58,75,69.05,100,100
42026,72,58,79,80.56,100,100
42027,74,74,81,100,100,100
42028,71,81,80,100,98.77,98.77
42029,62,80,75,100,93.75,93.75
42030,67,83,75,100,90.36,90.36
42031,79,81,60,100,74.07,74.07
42032,65,73,86,100,100,100
42033,75,77,72,100,93.51,93.51
42034,74,71,74,95.95,100,100
42035,74,69,66,93.24,95.65,95.65
42036,70,77,84,100,100,100
42037,70,64,72,91.43,100,100
42038,56,81,60,100,74.07,74.07
42039,77,72,78,93.51,100,100
42040,58,62,61,100,98.39,98.39
42041,63,55,76,87.3,100,100
42042,71,66,78,92.96,100,100
42043,63,77,77,100,100,100
42044,67,77,72,100,93.51,93.51
42045,82,83,67,100,80.72,80.72
42046,86,64,62,74.42,96.88,96.88
42047,67,83,74,100,89.16,89.16
42048,72,61,78,84.72,100,100
42049,63,73,69,100,94.52,94.52
42050,52,94,77,100,81.91,81.91
42051,90,74,64,82.22,86.49,86.49
42052,64,57,91,89.06,100,100
42053,72,61,73,84.72,100,100
42054,63,85,67,100,78.82,78.82
42055,77,83,66,100,79.52,79.52
42056,81,89,76,100,85.39,85.39
42057,61,54,60,88.52,100,100
42058,77,77,74,100,96.1,96.1
42059,68,80,67,100,83.75,83.75
42060,83,90,72,100,80,80
42061,89,85,78,95.51,91.76,91.76
42062,65,81,64,100,79.01,79.01
42063,73,57,76,78.08,100,100
42064,62,91,60,100,65.93,65.93
42065,58,57,59,98.28,100,100
42066,79,74,80,93.67,100,100
42067,77,57,55,74.03,96.49,96.49
42068,70,82,82,100,100,100
42069,88,70,78,79.55,100,100
42070,59,68,73,100,100,100
42071,55,66,86,100,100,100
42072,70,58,74,82.86,100,100
42073,76,64,88,84.21,100,100
42074,91,75,89,82.42,100,100
42075,56,85,96,100,100,100
42076,68,58,69,85.29,100,100
42077,69,75,67,100,89.33,89.33
42078,63,67,78,100,100,100
42079,76,60,66,78.95,100,100
42080,63,73,70,100,95.89,95.89
42081,79,68,69,86.08,100,100
42082,72,62,68,86.11,100,100
42083,83,62,68,74.7,100,100
42084,72,77,72,100,93.51,93.51
42085,71,54,78,76.06,100,100
42086,75,71,62,94.67,87.32,87.32
42087,71,76,61,100,80.26,80.26
42088,65,84,72,100,85.71,85.71
42089,77,78,68,100,87.18,87.18
42090,78,70,62,89.74,88.57,88.57
42091,57,61,63,100,100,100
42092,71,82,69,100,84.15,84.15
42093,75,106,75,100,70.75,70.75
42094,63,62,61,98.41,98.39,98.39
42095,61,79,62,100,78.48,78.48
42096,70,73,59,100,80.82,80.82
42097,82,65,67,79.27,100,100
42098,65,64,63,98.46,98.44,98.44
42099,73,77,69,100,89.61,89.61
42100,80,61,73,76.25,100,100
42101,69,71,76,100,100,100
42102,59,81,85,100,100,100
42103,73,68,67,93.15,98.53,98.53
42104,71,70,70,98.59,100,100
42105,64,73,82,100,100,100
42106,71,67,74,94.37,100,100
42107,93,50,78,53.76,100,100
42108,74,81,57,100,70.37,70.37
42109,73,76,59,100,77.63,77.63
42110,77,68,65,88.31,95.59,95.59
42111,58,75,75,100,100,100
42112,77,64,74,83.12,100,100
42113,63,69,80,100,100,100
42114,69,68,80,98.55,100,100
42115,75,51,69,68,100,100
42116,72,79,77,100,97.47,97.47
42117,79,71,80,89.87,100,100
42118,67,85,60,100,70.59,70.59
42119,76,74,86,97.37,100,100
42120,63,84,63,100,75,75
42121,62,59,79,95.16,100,100
42122,81,86,66,100,76.74,76.74
42123,66,53,82,80.3,100,100
42124,79,82,70,100,85.37,85.37
42125,70,78,67,100,85.9,85.9
42126,74,83,65,100,78.31,78.31
42127,66,75,63,100,84,84
42128,72,64,69,88.89,100,100
42129,64,59,61,92.19,100,100
42130,74,60,65,81.08,100,100
42131,68,58,69,85.29,100,100
42132,61,75,86,100,100,100
42133,80,82,80,100,97.56,97.56
42134,62,56,62,90.32,100,100
42135,78,63,78,80.77,100,100
42136,90,56,62,62.22,100,100
42137,68,64,73,94.12,100,100
42138,80,77,81,96.25,100,100
42139,78,68,63,87.18,92.65,92.65
42140,71,76,78,100,100,100
42141,64,82,60,100,73.17,73.17
42142,74,75,77,100,100,100
42143,85,63,64,74.12,100,100
42144,75,74,69,98.67,93.24,93.24
42145,60,77,69,100,89.61,89.61
42146,60,99,98,100,98.99,98.99
42147,82,53,72,64.63,100,100
42148,76,69,77,90.79,100,100
42149,70,68,73,97.14,100,100
42150,51,76,77,100,100,100
42151,69,69,68,100,98.55,98.55
42152,75,76,71,100,93.42,93.42
42153,75,78,76,100,97.44,97.44
42154,78,74,76,94.87,100,100
42155,94,73,79,77.66,100,100
42156,68,88,65,100,73.86,73.86
42157,80,72,82,90,100,100
42158,74,68,69,91.89,100,100
42159,78,72,54,92.31,75,75
42160,72,72,57,100,79.17,79.17
42161,64,74,70,100,94.59,94.59
42162,75,78,66,100,84.62,84.62
42163,75,70,76,93.33,100,100
42164,66,65,78,98.48,100,100
42165,72,73,72,100,98.63,98.63
42166,63,64,66,100,100,100
42167,61,80,72,100,90,90
42168,79,82,75,100,91.46,91.46
42169,71,85,87,100,100,100
42170,79,76,68,96.2,89.47,89.47
42171,91,82,69,90.11,84.15,84.15
42172,77,78,55,100,70.51,70.51
42173,71,82,62,100,75.61,75.61
42174,69,64,72,92.75,100,100
42175,63,76,63,100,82.89,82.89
42176,66,54,65,81.82,100,100
42177,63,74,74,100,100,100
42178,84,56,68,66.67,100,100
42179,69,62,74,89.86,100,100
42180,79,65,63,82.28,96.92,96.92
42181,74,73,78,98.65,100,100
42182,74,70,87,94.59,100,100
42183,72,61,71,84.72,100,100
42184,81,75,68,92.59,90.67,90.67
42185,62,71,72,100,100,100
42186,80,72,54,90,75,75
42187,65,73,64,100,87.67,87.67
42188,73,80,70,100,87.5,87.5
42189,63,88,58,100,65.91,65.91
42190,80,62,76,77.5,100,100
42191,75,57,85,76,100,100
42192,71,63,68,88.73,100,100
42193,89,72,73,80.9,100,100
42194,64,69,74,100,100,100
42195,70,78,86,100,100,100
42196,64,63,61,98.44,96.83,96.83
42197,70,83,68,100,81.93,81.93
42198,77,70,76,90.91,100,100
42199,68,61,56,89.71,91.8,91.8
42200,59,66,64,100,96.97,96.97
42201,79,79,70,100,88.61,88.61
42202,75,74,68,98.67,91.89,91.89
42203,62,77,62,100,80.52,80.52
42204,71,56,72,78.87,100,100
42205,81,65,71,80.25,100,100
42206,64,75,64,100,85.33,85.33
42207,71,67,61,94.37,91.04,91.04
42208,71,60,72,84.51,100,100
42209,87,72,72,82.76,100,100
42210,64,89,88,100,98.88,98.88
42211,83,63,71,75.9,100,100
42212,59,74,84,100,100,100
42213,79,73,73,92.41,100,100
42214,70,75,75,100,100,100
42215,76,68,75,89.47,100,100
42216,73,68,76,93.15,100,100
42217,65,56,71,86.15,100,100
42218,74,75,77,100,100,100
42219,67,84,87,100,100,100
42220,77,76,72,98.7,94.74,94.74
42221,76,65,70,85.53,100,100
42222,74,70,70,94.59,100,100
42223,86,73,62,84.88,84.93,84.93
42224,81,71,80,87.65,100,100
42225,81,80,79,98.77,98.75,98.75
42226,75,77,73,100,94.81,94.81
42227,71,70,68,98.59,97.14,97.14
42228,78,61,69,78.21,100,100
42229,65,76,73,100,96.05,96.05
42230,66,70,66,100,94.29,94.29
42231,78,75,68,96.15,90.67,90.67
42232,62,82,52,100,63.41,63.41
42233,76,84,67,100,79.76,79.76
42234,43,75,66,100,88,88
42235,70,65,68,92.86,100,100
42236,63,57,72,90.48,100,100
42237,77,79,77,100,97.47,97.47
42238,86,67,70,77.91,100,100
42239,69,67,69,97.1,100,100
42240,67,95,47,100,49.47,49.47
42241,82,55,78,67.07,100,100
42242,71,71,72,100,100,100
42243,79,62,59,78.48,95.16,95.16
42244,73,56,66,76.71,100,100
42245,60,85,82,100,96.47,96.47
42246,75,64,70,85.33,100,100
42247,76,66,77,86.84,100,100
42248,83,78,82,93.98,100,100
42249,73,60,55,82.19,91.67,91.67
42250,86,66,64,76.74,96.97,96.97
42251,55,65,68,100,100,100
42252,71,74,72,100,97.3,97.3
42253,75,62,71,82.67,100,100
42254,78,74,64,94.87,86.49,86.49
42255,69,71,74,100,100,100
42256,71,68,72,95.77,100,100
42257,59,74,74,100,100,100
42258,76,72,62,94.74,86.11,86.11
42259,65,84,69,100,82.14,82.14
42260,54,58,71,100,100,100
42261,76,71,59,93.42,83.1,83.1
42262,78,62,78,79.49,100,100
42263,84,74,57,88.1,77.03,77.03
42264,81,60,69,74.07,100,100
42265,69,72,74,100,100,100
42266,77,66,64,85.71,96.97,96.97
42267,73,79,72,100,91.14,91.14
42268,75,85,61,100,71.76,71.76
42269,66,70,78,100,100,100
42270,72,71,62,98.61,87.32,87.32
42271,84,65,71,77.38,100,100
42272,74,76,74,100,97.37,97.37
42273,66,71,63,100,88.73,88.73
42274,83,73,68,87.95,93.15,93.15
42275,66,66,83,100,100,100
42276,83,63,74,75.9,100,100
42277,61,64,68,100,100,100
42278,76,68,86,89.47,100,100
42279,63,82,63,100,76.83,76.83
42280,68,71,95,100,100,100
42281,91,63,62,69.23,98.41,98.41
42282,79,73,69,92.41,94.52,94.52
42283,58,71,68,100,95.77,95.77
42284,73,67,88,91.78,100,100
42285,72,75,73,100,97.33,97.33
42286,82,65,75,79.27,100,100
42287,57,64,63,100,98.44,98.44
42288,73,73,81,100,100,100
42289,57,75,70,100,93.33,93.33
42290,74,69,71,93.24,100,100
42291,67,74,68,100,91.89,91.89
42292,79,60,62,75.95,100,100
42293,62,63,88,100,100,100
42294,74,66,73,89.19,100,100
42295,54,63,61,100,96.83,96.83
42296,94,57,69,60.64,100,100
42297,75,57,85,76,100,100
42298,70,68,71,97.14,100,100
42299,80,85,72,100,84.71,84.71
42300,72,73,76,100,100,100
42301,72,68,72,94.44,100,100
42302,70,55,71,78.57,100,100
42303,72,74,74,100,100,100
42304,78,76,74,97.44,97.37,97.37
42305,66,61,68,92.42,100,100
42306,73,88,81,100,92.05,92.05
42307,80,82,63,100,76.83,76.83
42308,62,82,78,100,95.12,95.12
42309,66,76,74,100,97.37,97.37
42310,76,61,74,80.26,100,100
42311,60,66,68,100,100,100
42312,76,77,77,100,100,100
42313,68,58,74,85.29,100,100
42314,70,62,65,88.57,100,100
42315,79,62,72,78.48,100,100
42316,63,65,69,100,100,100
42317,63,65,84,100,100,100
42318,60,68,63,100,92.65,92.65
42319,58,68,74,100,100,100
42320,89,85,60,95.51,70.59,70.59
42321,72,75,69,100,92,92
42322,67,61,49,91.04,80.33,80.33
42323,84,76,70,90.48,92.11,92.11
42324,68,63,67,92.65,100,100
42325,88,77,84,87.5,100,100
42326,74,74,88,100,100,100
42327,81,66,72,81.48,100,100
